"","X","TCGA.04.1348","TCGA.04.1357","TCGA.04.1362","TCGA.04.1514","TCGA.04.1519","TCGA.09.1662","TCGA.09.1666","TCGA.09.1670","TCGA.09.1673","TCGA.09.1674","TCGA.09.2044","TCGA.09.2045","TCGA.09.2051","TCGA.09.2054","TCGA.09.2056","TCGA.10.0936","TCGA.13.0799","TCGA.13.0800","TCGA.13.0801","TCGA.13.0897","TCGA.13.0899","TCGA.13.0916","TCGA.13.0920","TCGA.13.1405","TCGA.13.1410","TCGA.13.1481","TCGA.13.1498","TCGA.13.1505","TCGA.13.1506","TCGA.13.1507","TCGA.13.1511","TCGA.13.1512","TCGA.13.2060","TCGA.20.1682","TCGA.20.1683","TCGA.20.1684","TCGA.20.1685","TCGA.20.1687","TCGA.23.1109","TCGA.23.1111","TCGA.23.1122","TCGA.23.1123","TCGA.23.1809","TCGA.23.2077","TCGA.23.2081","TCGA.24.1103","TCGA.24.1416","TCGA.24.1417","TCGA.24.1419","TCGA.24.1423","TCGA.24.1424","TCGA.24.1427","TCGA.24.1428","TCGA.24.1430","TCGA.24.1436","TCGA.24.1467","TCGA.24.1469","TCGA.24.1474","TCGA.24.1544","TCGA.24.1548","TCGA.24.1549","TCGA.24.1550","TCGA.24.1551","TCGA.24.1552","TCGA.24.1553","TCGA.24.1555","TCGA.24.1556","TCGA.24.1557","TCGA.24.1558","TCGA.24.1560","TCGA.24.1562","TCGA.24.1563","TCGA.24.1564","TCGA.24.1567","TCGA.24.1603","TCGA.24.1604","TCGA.24.1616","TCGA.24.1842","TCGA.24.1844","TCGA.24.1846","TCGA.24.1850","TCGA.24.1924","TCGA.24.1930","TCGA.24.2020","TCGA.24.2023","TCGA.24.2024","TCGA.24.2026","TCGA.24.2027","TCGA.24.2033","TCGA.24.2036","TCGA.24.2038","TCGA.24.2254","TCGA.24.2261","TCGA.24.2262","TCGA.24.2267","TCGA.24.2271","TCGA.24.2281","TCGA.24.2288","TCGA.24.2290","TCGA.24.2297","TCGA.24.2298","TCGA.25.1312","TCGA.25.1313","TCGA.25.1314","TCGA.25.1315","TCGA.25.1316","TCGA.25.1318","TCGA.25.1319","TCGA.25.1321","TCGA.25.1322","TCGA.25.1323","TCGA.25.1326","TCGA.25.1328","TCGA.25.1329","TCGA.25.1623","TCGA.25.1625","TCGA.25.1627","TCGA.25.1630","TCGA.25.1631","TCGA.25.1632","TCGA.25.1633","TCGA.25.1635","TCGA.25.2391","TCGA.25.2393","TCGA.25.2396","TCGA.25.2397","TCGA.25.2399","TCGA.25.2400","TCGA.25.2404","TCGA.25.2409","TCGA.29.1688","TCGA.29.1690","TCGA.29.1691","TCGA.29.1693","TCGA.29.1694","TCGA.29.1695","TCGA.29.1696","TCGA.29.1697","TCGA.29.1699","TCGA.29.1701","TCGA.29.1702","TCGA.29.1703","TCGA.29.1711","TCGA.29.1761","TCGA.29.1762","TCGA.29.1776","TCGA.29.1778","TCGA.29.1781","TCGA.29.1783","TCGA.29.1785","TCGA.29.2425","TCGA.29.2427","TCGA.29.2428","TCGA.30.1718","TCGA.30.1855","TCGA.30.1860","TCGA.30.1891","TCGA.31.1944","TCGA.31.1951","TCGA.36.1568","TCGA.36.1570","TCGA.36.1571","TCGA.36.1575","TCGA.36.1577","TCGA.36.1578","TCGA.36.1580","TCGA.36.1581","TCGA.59.2348","TCGA.59.2351","TCGA.59.2352","TCGA.59.2363","TCGA.61.1721","TCGA.61.1724","TCGA.61.1733","TCGA.61.1736","TCGA.61.1738","TCGA.61.1740","TCGA.61.1741","TCGA.61.1743","TCGA.61.1900","TCGA.61.1907","TCGA.61.1910","TCGA.61.1914","TCGA.61.1918","TCGA.61.1919","TCGA.61.1995","TCGA.61.2000","TCGA.61.2009","TCGA.61.2012","TCGA.61.2088","TCGA.61.2092","TCGA.61.2094","TCGA.61.2098","TCGA.61.2102","TCGA.61.2104","TCGA.61.2109","TCGA.61.2111","TCGA.61.2113"
"42","MAPK1_v1",10.9835,17.7881,17.1311,11.78,13.0792,27.0092,31.772,20.2946,29.9501,23.9401,36.9999,25.9367,19.8624,16.5265,10.606,9.2286,8.6172,10.6214,6.7941,11.159,14.0377,13.9722,18.8064,28.5719,19.203,14.187,9.33,18.301,12.3099,10.0257,32.2781,11.7293,13.7006,37.4941,20.807,18.0278,29.1608,19.6563,10.9825,18.1384,27.2358,24.5054,125.7163,24.4528,16.2266,24.7741,11.3771,17.6454,14.7064,16.3699,22.374,16.0474,13.4271,32.242,20.7376,23.5884,31.9377,17.2375,13.9603,20.7985,15.739,30.1488,21.9277,15.7972,18.0668,26.6786,43.5442,16.5136,23.0347,10.3335,12.1539,19.3585,26.8513,15.8795,17.8056,26.7971,14.1385,17.4747,20.4727,12.3572,22.4772,20.7775,15.7271,8.5951,14.2011,22.4409,22.7685,18.172,13.5857,32.2728,15.3368,21.489,28.7379,16.3505,15.5401,12.8254,25.6875,20.4775,31.9953,22.9664,23.747,14.4625,25.1411,14.1802,27.9082,14.191,23.4527,14.6496,23.2875,18.7713,18.555,35.5858,20.6355,33.4579,15.1334,23.1016,34.3809,22.3685,16.0455,12.6153,13.3232,23.3161,14.6622,12.0013,23.6697,13.6503,12.5799,17.1307,17.0059,11.3641,22.8232,19.3683,38.8631,17.4006,14.1161,21.2203,9.4185,19.34,17.5206,14.1835,15.9663,12.8511,25.4991,10.9556,33.9842,12.129,22.0903,21.5715,14.8751,13.1251,24.9041,22.8742,12.7684,23.0753,20.3522,13.7118,30.5842,13.7958,14.934,31.0454,21.2713,21.0214,14.3397,15.5014,60.6807,13.9263,18.9396,16.9107,25.4628,14.5395,26.1449,20.2667,39.3617,9.2773,15.4471,12.87,18.9481,13.324,22.8266,12.2661,11.0568,9.472,20.5801,23.3742,17.1244,21.9416,10.2416,19.3714,21.4891,6.206,20.9562,23.6569,16.4193,18.5712,34.5911,2.9221,19.4643,29.5649
"43","MAPK14_v1",6.586,10.0354,10.6745,12.1397,6.8744,15.4178,11.8152,6.5414,13.3713,13.5673,9.0684,9.9298,15.6228,20.9396,5.1549,3.8248,10.462,11.751,6.362,10.6334,5.3626,6.3276,7.1722,6.7016,13.2501,7.9887,9.5758,13.618,5.9679,8.8791,12.137,4.3286,9.622,6.8186,14.3374,11.4876,14.1349,6.8081,9.4669,9.4901,10.3394,7.3221,8.8671,7.1992,13.7768,9.1644,4.0976,17.3932,17.9212,14.8966,17.7896,6.6323,5.3047,10.1329,7.8296,11.8734,11.0828,10.56,10.7418,12.1511,11.7028,15.4498,9.8044,7.1074,8.8858,14.1437,15.3774,11.5878,15.0432,9.4903,10.4543,11.0293,16.9044,13.3584,13.3232,14.6771,9.8523,4.7376,9.4997,9.5915,9.0361,10.7787,7.5651,15.875,10.0208,8.4382,14.3749,8.3287,10.623,7.8339,6.714,16.9145,13.618,14.8989,9.0665,4.862,10.6426,9.3918,11.8835,8.7338,7.057,8.7687,12.0254,8.1377,12.7741,8.0964,9.7444,12.193,7.9937,7.059,8.6572,14.242,8.0825,7.1643,9.0427,7.9709,9.9921,8.7348,13.652,11.3519,12.2952,7.8039,7.7846,7.8678,6.2984,10.8938,9.0232,6.515,13.2078,9.7095,8.433,9.1965,7.1356,10.2217,5.848,20.7204,9.0866,11.6773,11.7357,12.0261,16.5096,9.3732,11.2345,6.2458,14.7446,11.5044,15.1943,8.0649,6.9868,10.374,4.7256,10.6109,6.4774,13.68,9.0718,5.5754,5.3822,13.6792,11.3774,17.8783,10.7905,6.7214,12.1757,12.1985,7.7486,10.6829,12.3808,9.2159,7.0396,11.3821,12.8649,9.8492,13.96,4.9152,5.1513,6.5989,11.8949,11.9455,14.4086,14.2036,10.9918,10.0877,15.8527,17.8217,11.6879,6.9526,10.2486,13.4765,9.969,19.3692,9.3397,10.2996,13.9796,14.986,15.0122,12.0779,16.0108,12.9618
"44","MTOR_v1",12.8311,5.538,15.6117,12.4977,4.337,5.7893,5.5388,10.338,14.5127,15.6867,11.4842,9.9892,17.5634,11.7067,2.0394,4.2304,5.2507,8.3993,4.8774,4.1623,4.6724,6.9473,6.6398,14.711,8.2944,5.6781,4.8095,10.6684,5.6203,2.7872,10.5289,7.0288,6.8057,6.4131,10.7858,17.0097,8.9512,8.497,6.3967,8.0389,13.4088,11.9747,16.5033,11.603,8.6846,4.6953,9.9991,9.7886,11.896,5.8092,10.8255,5.612,15.1216,11.7364,13.5353,11.3097,10.2227,17.8509,9.227,16.5236,10.9264,10.768,8.8779,9.0508,7.3491,10.451,7.0754,7.394,17.0836,15.8696,7.2529,6.2308,12.6413,26.6887,10.0567,9.0532,11.1066,11.9107,9.2938,5.9808,7.1531,5.3049,6.7454,5.5067,13.7405,3.7547,18.2219,14.978,6.8149,10.5303,4.6178,8.2074,12.2033,10.3918,9.3481,5.2161,8.4594,13.7493,14.4352,13.1205,12.732,13.5122,9.8286,10.2957,21.0063,4.714,11.0603,19.6629,12.5421,15.5392,11.8743,10.9717,7.0721,11.483,8.8661,9.8884,7.4395,7.4184,6.839,7.2315,12.8735,17.1218,11.1825,8.0041,6.7847,10.2416,11.1197,26.1302,7.7697,7.2603,6.6902,1.8576,12.1587,3.7846,9.0412,11.8537,2.189,18.0116,12.2565,4.302,11.1434,6.6976,14.2711,4.3373,10.2787,2.9591,10.1589,6.1351,8.5916,6.4522,7.6567,3.9376,6.2185,5.9875,13.5682,4.1183,5.5507,9.839,10.0869,9.3146,9.7563,16.4219,15.1406,13.1488,10.1703,5.3708,13.2803,9.7571,9.7543,9.5177,7.2449,3.3218,10.8461,11.0644,11.35,5.8641,7.5227,12.6243,9.1276,10.2938,5.4873,11.7257,7.6452,18.8492,4.776,16.512,9.5844,4.4706,7.9845,11.0205,7.9338,13.0482,15.4319,11.4304,13.686,9.6983,10.7451,16.249
"45","NCOA3_v1",9.5185,10.4306,11.7573,8.8987,5.537,6.5217,6.5241,10.4098,12.9703,11.0633,6.2003,7.3601,18.0762,8.2136,4.0021,9.6401,4.2443,4.7091,3.7329,4.1339,2.913,3.0058,3.0938,7.0415,11.3605,5.1248,6.336,8.5038,10.6596,3.333,7.3156,3.6148,6.141,7.6343,9.3162,4.3672,9.1462,7.4446,5.517,10.3945,5.6334,9.7136,5.1345,6.168,10.4955,8.0658,8.0065,11.7466,9.1212,11.1937,11.3613,13.8064,3.2126,7.9882,7.8249,8.4135,12.0231,16.453,3.215,9.9121,6.1051,9.6493,8.2048,9.0209,10.5025,6.2608,7.9045,9.2966,18.1555,6.5095,7.0374,7.0274,15.1187,8.7429,10.1133,6.9336,6.8868,6.2861,9.7027,9.2454,8.7754,5.9467,7.6864,6.8357,9.5563,6.0325,11.2269,9.4632,6.4666,9.474,4.7973,9.5657,10.2207,6.4957,6.3548,7.0345,7.9761,13.8895,10.1932,6.4001,6.026,6.9,7.4167,4.9949,6.2754,7.9771,10.2878,12.5931,12.2784,17.3282,8.0977,12.635,5.546,14.7595,12.9791,7.8111,9.2413,6.7229,9.239,6.1948,10.07,9.2513,7.4753,4.8516,8.9347,4.7461,11.4849,11.0527,13.0856,7.6914,8.673,4.2429,6.0968,6.887,6.3327,6.2772,5.8987,10.7966,9.6709,4.7228,4.5839,7.6845,12.8755,13.0581,4.5053,9.3229,7.229,9.3786,8.5518,6.2712,6.0887,4.2444,4.2204,5.784,4.3982,4.4117,6.4085,20.5355,11.7413,7.0976,6.3712,14.6068,8.4815,3.9838,12.7735,5.4542,10.1888,11.2762,8.4437,7.8271,6.5444,5.8698,8.6583,4.8426,9.1493,5.6513,7.7822,8.2637,4.4405,5.4368,6.5526,7.7786,8.6528,7.0811,5.5614,13.9892,9.1435,6.0558,7.469,10.9421,5.0177,9.1028,7.4267,5.0099,7.5131,7.8223,8.8316,12.7746
"46","NOTCH1_v1",1.9397,9.6966,12.1059,11.0074,1.4606,10.0823,2.1806,4.8229,1.7325,20.8478,3.4329,8.8442,8.0199,12.1891,5.1201,3.9818,1.9483,5.8381,3.2226,4.151,3.1546,4.3643,5.5741,6.1856,2.8786,16.0502,2.4224,8.3484,7.3351,1.1689,6.7829,11.8208,0.9157,7.2748,5.1219,2.9715,7.5662,12.4246,6.2472,2.3372,13.3805,28.8712,8.2591,4.5532,7.2738,5.0717,11.514,9.7223,5.659,16.7759,11.4951,16.0615,4.8632,3.1393,5.3627,10.0857,4.4547,13.7023,11.1449,1.8075,2.3919,10.2255,5.3294,3.6801,21.4335,6.1228,7.8161,7.7332,4.0049,0.6909,5.5256,4.3601,18.1878,28.5834,2.1358,7.8303,5.8051,3.0977,7.6424,13.6781,5.8573,1.5924,9.1286,60.2413,6.1099,4.0597,1.7053,14.5659,1.3262,8.5628,3.474,12.3182,24.2006,9.792,4.9825,3.6405,9.8176,6.9003,20.1125,6.8455,9.2209,3.3078,5.5696,4.4887,4.1684,9.2918,8.7469,3.1522,11.6575,11.7601,13.4359,13.2453,12.2297,12.2247,12.716,14.3712,17.0376,8.7814,5.761,6.6413,8.9391,7.8792,3.4889,4.1761,1.6449,1.9287,4.3729,9.7429,8.4785,6.6182,5.5989,3.8129,4.9836,1.7763,6.0012,4.5512,1.7778,7.0203,6.8922,1.4959,5.1196,8.0024,3.9536,2.0136,7.1941,10.7462,5.4002,2.9922,10.9488,1.7275,8.4845,6.5187,11.2401,6.7588,13.8619,2.9414,2.9969,6.892,9.6982,5.3063,10.2666,11.2726,3.8474,10.6091,2.0997,4.3966,10.9025,9.6068,5.5251,11.8929,11.6393,6.2835,2.9249,1.5443,5.2491,5.0232,6.7284,7.2609,8.3225,15.9356,1.8975,7.5981,2.5459,4.6885,6.4951,3.5214,8.4448,5.385,6.8424,27.3982,11.8453,7.2278,15.9703,13.7252,8.0767,11.8741,10.7338,15.8138
"47","PCNA_v1",72.2705,34.8032,54.963,86.509,72.8987,52.7917,107.6917,55.7449,40.2049,156.116,239.1244,19.5161,111.4683,41.9086,74.0714,60.9996,160.6903,45.143,110.6052,52.1885,53.491,115.7638,99.6751,50.1533,36.8491,45.8914,41.6595,73.9165,74.6967,94.1566,34.1859,72.576,46.3737,77.5957,85.5486,55.1988,82.8255,20.1285,90.0895,39.1314,89.6188,128.795,185.7645,45.6173,46.7302,53.6063,50.0424,26.1377,33.3177,54.3353,87.7168,27.2321,85.7576,81.6357,47.5328,22.0425,102.7669,195.7835,75.5533,99.3002,66.6954,42.6824,203.3128,30.129,26.5018,83.8768,136.5372,111.4802,38.5417,38.3615,48.5872,55.6084,38.8655,82.1811,56.1511,31.1246,50.4192,64.7593,54.3419,90.0775,109.0906,68.7646,37.0473,124.9418,72.1114,36.2711,53.7133,85.9879,74.7052,94.0047,19.5813,84.1026,72.1505,48.3874,44.5475,24.6127,48.3211,42.9043,67.5795,40.4204,25.126,58.6842,45.7129,35.7878,85.7917,62.0948,31.6887,61.7023,47.5667,53.5515,94.8714,61.0719,20.0399,34.4585,44.9508,37.1324,105.8874,62.8603,55.8309,30.2699,30.7688,69.2229,88.9666,113.7972,83.3583,73.1567,44.9866,64.7438,59.3029,40.367,106.0187,27.0877,164.4592,47.8086,30.5021,107.9693,52.8082,141.9747,64.6306,135.6809,49.1682,70.7202,31.8466,54.8854,176.4308,45.5918,49.6318,56.0712,54.7077,91.5951,55.0093,83.9542,69.5307,98.1235,44.8102,98.1809,80.0495,48.7917,41.3503,42.8788,77.0747,59.1243,79.6382,60.097,33.8227,36.0053,56.5291,38.694,59.4924,50.253,220.4911,23.0574,49.0281,66.9171,39.1133,48.9036,131.5284,75.5538,61.493,102.6835,70.9897,42.2986,51.3823,37.0997,94.0187,88.3755,75.6219,79.429,44.9187,12.3772,39.1813,39.1885,45.9849,62.3433,41.8347,62.1563,46.8713,56.7799
"48","PECAM1_v1",13.9587,27.3515,22.5258,5.9922,3.8902,10.0798,12.4568,10.3717,20.6119,9.1179,18.6512,11.2616,12.3124,15.491,18.1734,5.9221,5.0166,6.84,15.5025,13.5662,10.4205,15.9112,10.727,36.0652,12.6776,21.6449,6.0885,11.6039,8.1256,19.7407,12.7829,13.4269,20.1107,21.2116,16.9758,2.6713,12.3691,11.7905,14.3713,8.0471,10.6908,20.593,6.3903,12.3538,12.0946,6.6378,7.1923,19.4189,3.1668,9.2215,12.9848,19.9238,11.9174,9.0397,12.8482,7.3377,8.9658,14.5066,3.4392,7.6337,39.256,30.0128,8.318,8.8453,16.1895,4.6996,14.7238,15.2264,5.3111,6.1334,9.5043,15.5458,17.3369,4.9625,8.8383,8.5308,5.586,9.3915,12.9704,7.91,10.4074,20.0575,28.3038,9.9511,6.4918,10.2841,12.3363,6.4447,6.0142,8.3254,4.9112,14.4471,16.3871,29.486,20.2432,15.435,15.4442,20.7166,14.0263,16.5073,21.2487,7.3008,19.3975,10.5933,8.7238,8.5042,9.67,12.294,5.9971,11.2384,7.7819,17.1507,9.5961,11.6771,29.411,11.5437,7.6334,16.7846,11.254,5.4386,18.8796,19.0437,8.9087,5.6633,14.3599,7.861,12.9244,6.3405,21.7933,12.5271,18.9828,19.2359,10.5322,16.3265,15.3887,17.7131,14.198,5.8632,23.9178,15.481,4.6616,7.6088,19.1866,12.9505,8.3146,9.5715,13.7201,22.8755,10.7705,17.1281,8.0912,22.388,15.7115,17.771,17.3954,13.5075,12.5915,14.1913,13.9301,10.7855,10.2042,5.8652,3.5391,11.289,11.6358,13.8872,22.8015,24.1719,24.013,11.9802,4.698,45.0302,11.8852,7.3573,15.945,13.973,26.3438,14.0249,8.1476,8.3311,20.4333,11.3089,17.4677,9.0197,17.1959,10.7238,10.1099,15.3748,19.2425,3.2761,3.8135,29.0742,5.6668,19.4848,12.0824,5.0868,17.2691,22.9303
"49","PGR_v1",0.5474,0.3007,1.3546,5.5436,0.0302,0.1669,0.0504,0.0844,4.7405,3.9306,0.0111,0.0732,3.4447,1.4655,0.0426,0.1894,1.87,3.5506,4.5443,0.0148,0.1116,2.2183,3.6731,0.0572,1.0618,0.4775,0.0112,0.9082,0.6458,0.0589,0.023,0.3579,0.0224,0.0445,0.0596,2.5924,0.1316,0.305,0.0578,0.1157,0.0501,0.0409,0.174,0.7394,0.4669,2.3144,1.6085,0.0646,0.3414,0.3075,0.2448,0.1026,0.3365,0.4715,0.0361,0.8238,0.2038,0.0369,0.0134,7.7201,5.7127,0.1252,0.6256,0.8038,0.0566,0.831,0.9935,0.6393,0.0403,3.6551,0.0826,0.1023,0.1376,4.436,0.0745,2.8255,1.3549,0.0378,3.0785,3.9406,0.0572,0.1816,0.0412,0.0051,0.7117,0.0673,0.3471,8.1917,0.1162,2.2323,2.5721,18.4347,0.0702,0.0974,0.2614,0.1133,0.032,0.0616,0.0076,0.4034,0.1455,4.596,0.6465,0.3581,2.5388,0.0148,0.2329,0.3637,0.5903,0.7002,0.2491,0.1659,3.3453,0.0708,0.3359,0.7074,0.1364,0.5202,1.9065,0.1718,0.2174,1.6627,3.2645,0.0448,0.368,0.1895,0.0537,22.6399,0.2424,0.0263,2.1777,0.1925,0.1165,0.0694,0.201,0.4318,1.8525,0.0081,0.4303,0.0391,0.1641,0.0345,0.0248,6.6118,0.7178,0.8285,0.4924,0.0094,0.3584,0.013,0.4678,0.0813,0.4902,0.9988,0.0647,0.0052,0.1154,0.1671,0.0641,0.3026,8.8423,1.6491,0.0744,3.5717,0.357,0.1779,0.1635,0.0602,4.6769,4.769,2.1009,12.4986,2.4087,0.1567,2.5339,0.0274,0.0609,0.2528,0.0593,3.3228,0.0315,0,0.416,0.2636,0.2137,0.4264,0.0188,0.1022,0.0979,1.3751,0.009,0.1225,0.4464,0,0.1073,0.9637,7.8964,0.0959
"50","PRKAA1_v1",7.9262,14.0532,17.1211,9.2268,7.1101,6.3108,17.1631,14.5905,12.0826,24.3204,18.2,11.8465,28.2708,13.4321,17.3765,11.1272,11.2054,6.1827,8.1391,8.5053,7.8199,8.8016,7.6447,17.8063,9.0259,14.2195,8.9331,17.0137,15.5612,16.586,14.0121,10.9133,9.6117,23.8312,16.5539,13.419,10.5743,9.3617,9.7678,17.7282,14.0166,7.1434,18.4518,10.5091,16.4656,20.7316,11.2554,16.1484,19.1799,14.1537,13.9154,11.7367,14.5972,11.5675,11.1044,13.5041,21.049,16.4901,15.8378,8.6925,22.4308,10.9377,9.1502,12.2067,12.1185,15.8429,13.5499,13.3732,9.3679,13.7411,9.259,13.3216,13.0999,5.8514,13.3605,17.1598,18.9747,11.8417,15.2717,12.5867,15.6951,22.4614,11.1972,31.3325,11.3059,14.0415,37.7905,15.6907,12.2298,16.8449,13.5932,14.8986,11.0089,13.2142,11.1097,11.2504,10.0254,18.3552,14.9984,12.6613,15.7099,7.397,14.4661,10.0891,12.7561,12.5454,20.7921,10.7804,16.1559,22.6007,6.8846,19.0029,15.0557,20.1775,12.0286,10.9794,12.1561,14.7821,19.386,14.1023,8.1749,10.0718,17.0059,10.2026,18.9598,12.8365,13.3076,16.2734,14.8968,10.7844,29.4313,15.2841,13.1479,18.0952,14.1285,15.9574,15.4886,14.0042,9.1928,17.6701,5.7895,13.3157,15.1677,10.4626,15.0663,10.6053,9.7975,14.7752,6.452,15.7551,11.5507,11.8663,10.6797,18.2853,15.4116,13.8298,14.9868,13.353,12.727,11.5449,11.6398,13.1431,12.3673,12.0948,15.3507,12.834,23.5777,11.6201,10.8622,8.1024,11.0621,13.5599,20.8506,14.3459,12.0649,8.6666,17.4611,11.314,9.3372,9.2151,8.5876,7.7967,15.7127,15.5339,11.9201,11.3877,12.6728,19.1696,29.8844,9.3881,13.137,14.7442,14.378,7.2755,14.3303,9.3998,21.5708,12.7855
"51","PRKCA_v1",0.9636,1.6893,2.0229,1.6793,2.3477,7.115,3.6034,3.1251,1.7954,4.8256,1.537,10.3395,1.7518,4.823,1.452,5.113,1.2963,3.8777,0.349,4.4068,1.4695,0.4147,1.2882,4.0361,0.3694,2.7208,3.7339,2.1803,0.5857,1.0686,4.9792,2.8459,1.2971,0.9028,5.4349,1.4199,4.4304,2.3506,3.1654,2.0534,2.4355,1.3252,1.297,0.8681,2.3899,5.9074,2.1152,4.0129,0.8144,1.6757,2.5202,4.8972,3.1348,4.0214,2.0328,6.3383,2.5696,2.8061,0.4472,0.5288,0.5738,2.1071,1.7587,1.664,5.7958,2.6643,3.7837,2.6391,3.2036,0.7976,2.2027,4.7715,2.7038,3.6457,1.5728,1.1166,0.6467,0.828,1.2347,7.1799,6.0619,0.7969,2.2864,1.1738,0.4365,14.6299,7.2117,3.2631,2.5642,10.6636,4.8092,4.0054,7.2421,2.1222,11.1791,5.6931,4.2656,1.4106,4.5008,2.2299,0.9896,1.2939,2.8517,3.5578,1.7476,4.7861,3.5951,5.2506,1.2798,2.2185,1.9286,6.6534,5.071,4.3088,2.7632,2.5482,2.6466,1.4075,1.6065,10.008,1.6631,2.7843,1.9253,6.5236,0.6025,2.5944,6.3525,1.1931,8.7214,6.5694,0.6461,3.9177,1.15,1.2876,7.0047,1.3112,0.8743,1.4268,3.6647,0.7808,3.1435,3.4204,2.8952,0.6662,1.7774,2.8252,0.8171,0.8607,0.9281,1.3992,1.136,1.5635,2.7968,0.4183,6.4347,1.178,2.9696,6.0159,4.8224,2.5745,1.744,2.7261,18.644,1.6114,1.7029,12.3575,0.8991,1.2935,2.1007,1.0663,1.3947,6.8142,1.0152,1.1654,1.7893,1.4239,5.0493,5.1806,0.995,0.3537,1.955,18.4451,1.5123,3.7623,3.5582,2.9811,3.8378,1.136,1.6592,4.0575,2.0689,8.6098,2.0986,4.8917,1.6538,1.4203,2.7842,2.3846
"52","PTEN_v1",7.9127,17.5694,13.25,15.4139,25.9224,16.9602,26.7748,24.1997,14.8728,11.2829,22.6366,4.8016,16.5144,14.5552,12.9637,5.8812,25.5789,6.697,1.8346,19.8776,6.5781,14.8978,7.6895,6.9691,22.1468,13.1875,10.8393,18.5898,10.0289,10.2663,22.6405,8.1901,12.8479,4.8643,31.2977,11.2353,16.1765,10.1455,8.0976,10.665,10.7173,9.1579,14.2765,10.6595,4.3963,2.1582,18.6152,17.2672,25.4122,16.3994,12.4153,17.9403,16.9313,17.5198,10.0997,10.4295,13.9531,18.674,6.695,36.5476,20.2677,12.3604,19.4175,7.4061,22.355,19.7839,13.4824,8.0957,22.2229,15.4068,23.4923,10.5941,20.2828,3.9153,28.5454,23.6409,26.6797,32.3064,12.3883,19.7664,8.1113,17.1917,21.1651,3.4585,22.9524,10.2976,8.0848,13.5965,14.0273,1.936,14.985,13.2429,28.0043,2.6888,17.1082,18.7228,9.9799,10.7933,9.8773,1.7562,10.4955,11.3741,21.0999,27.2562,14.0992,14.1796,24.4195,13.5592,15.9481,20.8747,27.8346,17.0299,19.927,12.1868,18.1898,26.6197,16.2947,17.9506,15.6239,8.6592,14.7885,17.6291,7.2693,9.9352,9.7965,20.2762,12.5958,25.0007,15.218,15.8298,25.9846,16.6396,7.8328,17.2843,20.5119,24.6869,6.8334,7.491,12.8469,8.7577,9.566,11.0111,9.2794,4.3367,18.5388,23.3071,12.6367,9.3708,21.3596,6.6763,12.2475,19.4684,10.6619,13.3222,10.8992,2.2237,24.115,6.1275,4.333,18.8703,2.013,17.8271,21.9416,11.2617,15.1137,21.6433,14.1292,30.6118,23.5653,17.3367,16.2795,25.9402,32.4137,11.0552,23.3403,15.0735,13.0619,10.6134,7.6262,10.154,12.7323,11.3742,14.4698,10.9993,17.854,24.8108,12.4096,12.4487,8.5756,8.0954,18.6324,3.6737,13.9361,12.4035,16.5797,21.3357,16.1881,11.4894
"53","PXN_v1",17.4862,19.3032,34.5796,30.2576,48.8682,22.146,18.5861,34.8455,20.0933,25.1151,12.4291,36.5725,19.5224,21.3366,19.611,33.4668,27.8903,26.0164,10.9216,16.3592,20.2743,17.4056,8.7837,26.4028,16.6106,26.3166,24.399,31.8826,20.7249,11.2834,36.6198,13.8259,27.2206,25.3349,19.0887,14.2718,20.1751,21.4614,46.2326,39.2374,16.4992,30.777,31.5242,19.7934,46.6915,24.6037,29.1657,23.1133,42.2061,44.8147,45.4569,43.2652,24.8429,29.7615,31.3499,42.4735,15.9267,31.6754,35.2026,25.7629,51.5022,39.1454,34.502,51.1011,42.9369,31.5668,33.176,26.0653,39.4645,31.6007,67.5029,34.7005,34.3551,18.051,32.3152,23.9768,19.1326,20.8213,37.479,28.0452,26.1269,16.5125,24.5182,31.6405,21.8636,39.1241,34.4796,26.461,36.0191,48.1251,46.0741,19.5218,38.9628,23.3815,18.6303,30.8246,34.1341,40.9484,28.092,28.1034,35.2528,30.5572,31.8924,76.1132,28.2133,24.3642,42.2218,20.2486,39.9533,45.5118,25.7267,27.9421,34.7002,27.619,37.3939,22.8411,35.4771,32.3634,29.6406,29.386,61.1683,28.4976,22.0149,21.498,20.3394,16.823,42.5959,21.3148,36.2995,30.4779,10.7886,46.1654,16.4172,28.8569,20.2556,24.0475,24.6755,23.0962,36.6586,14.7645,32.4696,16.6855,17.2618,13.7089,22.7547,19.1207,53.3131,12.3154,41.3707,38.6063,25.2398,12.8349,28.9386,18.5212,26.4771,10.9521,23.4867,50.3661,40.6444,40.3892,18.067,32.2348,28.8375,22.5904,27.512,24.988,19.0245,22.9111,24.8103,35.5864,54.5061,25.4023,14.8442,62.1252,37.0697,24.0182,26.1807,33.9687,31.5594,37.1614,27.8971,49.1899,17.7788,26.5691,20.7156,53.0479,24.0118,26.2176,20.2243,47.3991,23.1209,26.7094,35.9432,27.8867,42.8484,49.1748,39.7546,39.0408
